,Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
157,2016-08-26,0.0,0.0,0.0,0.0,0.0,-37.42,-51.18,-298.57,21.5,19.35,19.35,-0.354172737,-2.9118002080000003,0.0,-22.18016649
158,2016-08-27,0.0,0.0,0.2,0.0,0.0,-37.42,-51.18,-298.58,23.25,20.35,20.15,-0.354172737,-2.9118002080000003,0.0,-22.18016649
159,2016-08-28,0.0,0.0,0.0,0.0,0.0,-37.42,-51.19,-298.62,22.0,19.35,19.25,-0.3364641,-2.766210198,0.0,-21.07115817
160,2016-08-29,0.0,0.0,0.0,0.0,0.0,-37.43,-51.19,-298.66,21.7,20.0,19.5,-0.354172737,-2.9118002080000003,0.0,-22.18016649
161,2016-08-30,0.0,0.0,0.0,0.0,0.0,-37.43,-51.19,-298.68,22.65,20.15,19.9,-0.354172737,-2.9118002080000003,0.0,-22.18016649
162,2016-08-31,4.8,10.4,4.6,12.2,7.4,-37.43,-51.19,-298.7,19.85,17.45,17.5,-0.354172737,-2.9118002080000003,0.0,-22.18016649
163,2016-09-01,5.2,0.6,5.0,0.4,5.2,-37.44,-51.19,-298.71,20.25,18.6,18.7,-0.365811111,-2.941488889,0.0,-22.48595556
164,2016-09-02,0.0,0.0,0.0,0.2,0.0,-37.44,-51.2,-298.72,22.2,20.7,19.7,-0.365811111,-2.941488889,0.0,-22.48595556
165,2016-09-03,0.0,0.0,0.0,0.0,0.0,-37.44,-51.2,-298.75,23.15,20.6,20.1,-0.365811111,-2.941488889,0.0,-22.48595556
166,2016-09-04,0.0,0.0,0.0,0.0,0.0,-37.44,-51.2,-298.77,22.6,20.85,19.65,-0.34752055600000004,-2.7944144439999996,0.0,-21.36165778
167,2016-09-05,0.0,0.0,0.0,0.0,0.0,-37.45,-51.2,-298.83,19.25,19.65,18.35,-0.365811111,-2.941488889,0.0,-22.48595556
168,2016-09-06,12.6,8.3,7.8,12.8,12.2,-37.45,-51.2,-298.84,15.75,16.4,15.35,-0.365811111,-2.941488889,0.0,-22.48595556
169,2016-09-07,0.0,0.0,0.2,0.2,1.0,-37.45,-51.21,-298.86,15.0,15.8,14.5,-0.365811111,-2.941488889,0.0,-22.48595556
170,2016-09-08,0.0,0.0,0.0,0.0,0.2,-37.45,-51.21,-298.88,18.15,18.2,17.65,-0.365811111,-2.941488889,0.0,-22.48595556
171,2016-09-09,0.0,0.0,0.0,0.2,0.2,-37.46,-51.21,-298.89,18.8,17.25,17.15,-0.365811111,-2.941488889,0.0,-22.48595556
172,2016-09-10,0.0,0.0,0.0,0.0,0.0,-37.46,-51.21,-298.9,19.7,18.75,18.25,-0.365811111,-2.941488889,0.0,-22.48595556
173,2016-09-11,0.0,0.2,2.2,0.2,0.4,-37.46,-51.22,-298.9,19.85,18.45,18.0,-0.34752055600000004,-2.7944144439999996,0.0,-21.36165778
174,2016-09-12,0.6,0.0,1.2,0.0,2.0,-37.47,-51.22,-298.9,19.3,19.15,18.5,-0.365811111,-2.941488889,0.0,-22.48595556
175,2016-09-13,0.0,0.0,0.2,0.2,0.0,-37.47,-51.22,-298.93,21.4,18.5,19.1,-0.365811111,-2.941488889,0.0,-22.48595556
176,2016-09-14,6.6,0.0,1.0,0.4,1.0,-37.47,-51.22,-298.95,21.05,17.75,18.35,-0.365811111,-2.941488889,0.0,-22.48595556
177,2016-09-15,0.0,0.2,25.6,0.2,6.6,-37.47,-51.23,-298.96,18.2,15.25,15.85,-0.365811111,-2.941488889,0.0,-22.48595556
178,2016-09-16,9.4,19.7,21.4,25.4,24.8,-37.47,-51.22,-298.99,16.55,15.5,14.7,-0.365811111,-2.941488889,0.0,-22.48595556
179,2016-09-17,24.8,49.1,42.8,55.8,51.4,-37.46,-51.22,-299.03,16.05,15.45,14.45,-0.365811111,-2.941488889,0.0,-22.48595556
180,2016-09-18,8.6,5.5,15.2,5.6,15.2,-37.47,-51.22,-299.07,13.75,13.6,12.35,-0.34752055600000004,-2.7944144439999996,0.0,-21.36165778
181,2016-09-19,12.2,20.2,8.4,26.2,17.0,-37.47,-51.23,-299.09,13.75,14.2,13.15,-0.365811111,-2.941488889,0.0,-22.48595556
182,2016-09-20,1.2,2.2,1.0,3.2,1.2,-37.48,-51.23,-299.08,17.15,15.2,14.7,-0.365811111,-2.941488889,0.0,-22.48595556
183,2016-09-21,0.0,0.0,0.0,0.2,0.2,-37.48,-51.23,-299.09,16.5,13.95,14.2,-0.365811111,-2.941488889,0.0,-22.48595556
184,2016-09-22,0.4,0.6,0.8,0.6,2.0,-37.49,-51.24,-299.06,14.7,14.05,13.75,-0.365811111,-2.941488889,0.0,-22.48595556
185,2016-09-23,0.0,0.0,0.2,0.2,0.2,-37.5,-51.24,-299.04,15.3,13.95,14.0,-0.365811111,-2.941488889,0.0,-22.48595556
186,2016-09-24,0.0,0.0,0.0,0.2,0.2,-37.5,-51.25,-299.06,15.4,13.5,13.8,-0.365811111,-2.941488889,0.0,-22.48595556
187,2016-09-25,0.0,0.0,0.0,0.2,0.0,-37.5,-51.25,-299.11,14.25,13.05,13.3,-0.34752055600000004,-2.7944144439999996,0.0,-21.36165778
188,2016-09-26,0.0,0.0,0.2,0.2,0.2,-37.51,-51.25,-299.14,14.8,13.45,13.4,-0.365811111,-2.941488889,0.0,-22.48595556
189,2016-09-27,0.0,0.0,0.2,0.2,0.0,-37.51,-51.26,-299.13,14.45,13.2,13.4,-0.365811111,-2.941488889,0.0,-22.48595556
190,2016-09-28,0.0,0.0,0.0,0.0,0.0,-37.52,-51.26,-299.11,14.25,13.15,13.55,-0.365811111,-2.941488889,0.0,-22.48595556
191,2016-09-29,0.0,0.0,0.2,0.2,0.0,-37.52,-51.26,-299.13,17.05,14.0,14.1,-0.365811111,-2.941488889,0.0,-22.48595556
192,2016-09-30,0.0,0.0,0.2,0.4,0.4,-37.52,-51.26,-299.19,15.55,13.4,13.85,-0.365811111,-2.941488889,0.0,-22.48595556
193,2016-10-01,0.0,0.0,0.2,0.0,0.0,-37.52,-51.26,-299.25,15.1,15.3,13.6,-0.35229032299999996,-2.765924731,0.0,-21.76524454
194,2016-10-04,0.0,0.0,0.2,0.2,0.0,-37.53,-51.27,-299.29,13.6,12.1,13.15,-0.35229032299999996,-2.765924731,0.0,-21.76524454
195,2016-10-05,0.0,0.0,0.2,0.0,0.2,-37.53,-51.27,-299.33,12.7,12.3,11.3,-0.35229032299999996,-2.765924731,0.0,-21.76524454
196,2016-10-06,0.0,5.6,0.0,4.6,3.4,-37.53,-51.27,-299.39,9.95,11.05,9.45,-0.35229032299999996,-2.765924731,0.0,-21.76524454
197,2016-10-07,27.6,24.8,26.4,31.6,40.6,-37.53,-51.27,-299.42,9.5,9.7,9.3,-0.35229032299999996,-2.765924731,0.0,-21.76524454
198,2016-10-08,0.0,0.4,0.2,0.6,0.8,-37.54,-51.28,-299.39,12.05,11.45,10.0,-0.35229032299999996,-2.765924731,0.0,-21.76524454
199,2016-10-09,11.6,9.1,6.6,10.6,8.0,-37.54,-51.28,-299.4,11.35,10.4,9.55,-0.334675806,-2.627628495,0.0,-20.67698231
200,2016-10-10,0.0,0.0,0.2,0.4,0.2,-37.54,-51.28,-299.45,8.45,7.95,7.7,-0.35229032299999996,-2.765924731,0.0,-21.76524454
201,2016-10-11,0.6,0.6,0.2,1.0,0.6,-37.54,-51.28,-299.51,5.95,5.4,5.45,-0.35229032299999996,-2.765924731,0.0,-21.76524454
202,2016-10-12,4.4,5.2,5.8,5.6,7.6,-37.55,-51.29,-299.49,7.3,6.95,6.45,-0.35229032299999996,-2.765924731,0.0,-21.76524454
203,2016-10-13,0.0,0.0,0.0,0.0,0.0,-37.55,-51.29,-299.48,9.2,8.8,7.5,-0.35229032299999996,-2.765924731,0.0,-21.76524454
204,2016-10-14,21.0,20.5,15.2,24.4,19.8,-37.55,-51.29,-299.52,16.0,16.5,15.7,-0.35229032299999996,-2.765924731,0.0,-21.76524454
205,2016-10-15,44.6,41.2,37.6,46.6,32.8,-37.55,-51.29,-299.51,14.7,13.45,13.35,-0.35229032299999996,-2.765924731,0.0,-21.76524454
206,2016-10-16,0.0,0.0,1.4,0.4,1.6,-37.56,-51.29,-299.47,13.5,12.65,12.9,-0.334675806,-2.627628495,0.0,-20.67698231
207,2016-10-17,0.0,0.0,0.2,0.0,0.0,-37.56,-51.3,-299.48,14.4,12.5,12.1,-0.35229032299999996,-2.765924731,0.0,-21.76524454
208,2016-10-18,0.0,0.0,0.0,0.0,0.0,-37.56,-51.3,-299.52,11.6,11.15,10.9,-0.35229032299999996,-2.765924731,0.0,-21.76524454
209,2016-10-19,0.0,0.0,0.2,0.4,0.4,-37.57,-51.3,-299.57,13.05,10.7,11.05,-0.35229032299999996,-2.765924731,0.0,-21.76524454
210,2016-10-20,0.0,0.0,0.0,0.0,0.2,-37.57,-51.3,-299.65,11.8,12.2,9.85,-0.35229032299999996,-2.765924731,0.0,-21.76524454
211,2016-10-21,0.0,0.0,0.0,0.2,0.0,-37.57,-51.31,-299.68,10.25,8.25,8.95,-0.35229032299999996,-2.765924731,0.0,-21.76524454
212,2016-10-22,0.8,0.0,0.0,0.2,0.0,-37.58,-51.31,-299.67,9.3,8.7,9.35,-0.35229032299999996,-2.765924731,0.0,-21.76524454
213,2016-10-23,0.0,0.0,0.0,0.0,0.2,-37.58,-51.31,-299.66,13.15,12.25,11.05,-0.334675806,-2.627628495,0.0,-20.67698231
214,2016-10-24,0.0,0.4,0.4,0.8,1.8,-37.59,-51.32,-299.64,16.4,16.2,15.7,-0.35229032299999996,-2.765924731,0.0,-21.76524454
215,2016-10-25,0.0,0.0,0.0,0.0,0.0,-37.59,-51.32,-299.64,17.7,16.35,16.5,-0.35229032299999996,-2.765924731,0.0,-21.76524454
216,2016-10-26,0.0,0.0,0.4,0.2,0.2,-37.6,-51.32,-299.69,14.7,15.75,14.5,-0.35229032299999996,-2.765924731,0.0,-21.76524454
217,2016-10-27,19.4,18.3,11.8,19.8,25.6,-37.6,-51.33,-299.76,10.0,12.15,9.85,-0.35229032299999996,-2.765924731,0.0,-21.76524454
218,2016-10-28,0.0,0.0,0.0,0.0,0.0,-37.6,-51.33,-299.75,8.6,8.3,8.7,-0.35229032299999996,-2.765924731,0.0,-21.76524454
219,2016-10-29,0.0,0.0,0.0,0.0,0.0,-37.61,-51.33,-299.77,12.0,11.55,11.5,-0.35229032299999996,-2.765924731,0.0,-21.76524454
220,2016-10-30,0.0,0.0,0.0,0.0,0.0,-37.61,-51.33,-299.82,14.25,13.05,13.25,-0.334675806,-2.627628495,0.0,-20.67698231
221,2016-10-31,0.0,0.0,0.0,0.0,0.0,-37.61,-51.34,-299.84,12.9,11.35,11.6,-0.35229032299999996,-2.765924731,0.0,-21.76524454
222,2016-11-01,0.0,0.0,0.0,0.0,0.0,-37.61,-51.34,-299.87,11.75,10.7,10.95,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
223,2016-11-02,0.0,0.0,0.2,0.0,0.0,-37.62,-51.34,-299.94,11.2,11.55,9.5,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
224,2016-11-03,0.0,0.0,0.0,0.0,0.2,-37.62,-51.34,-300.0,12.65,11.35,11.5,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
225,2016-11-04,0.0,0.2,0.2,0.2,0.4,-37.62,-51.34,-299.99,11.3,10.0,10.3,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
226,2016-11-05,4.2,16.1,11.8,20.8,14.2,-37.61,-51.34,-300.05,12.75,13.35,12.45,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
227,2016-11-06,11.8,46.2,30.6,51.0,45.4,-37.6,-51.33,-300.16,11.3,9.8,10.7,-0.325438333,-2.709199444,-4.904245455,-21.25104611
228,2016-11-07,2.8,14.6,11.6,15.0,11.2,-37.61,-51.34,-300.16,7.95,6.25,6.5,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
229,2016-11-08,1.6,8.4,7.0,9.4,9.0,-37.61,-51.33,-300.19,5.45,5.7,4.05,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
230,2016-11-09,0.0,0.2,0.0,0.4,0.0,-37.61,-51.34,-300.18,5.3,4.0,4.4,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
231,2016-11-10,0.4,2.4,0.6,3.4,1.2,-37.61,-51.34,-300.15,6.95,6.8,6.5,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
232,2016-11-11,9.8,15.0,8.0,16.8,8.0,-37.62,-51.34,-300.17,5.8,6.0,5.3,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
233,2016-11-12,18.4,15.9,15.0,13.6,11.6,-37.62,-51.35,-300.17,3.8,3.05,3.25,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
234,2016-11-13,0.0,0.0,0.0,0.0,0.0,-37.63,-51.35,-300.12,4.85,3.6,3.95,-0.325438333,-2.709199444,-4.904245455,-21.25104611
235,2016-11-14,0.0,0.0,0.0,0.0,0.0,-37.63,-51.36,-300.13,6.05,5.75,5.85,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
236,2016-11-15,0.0,0.0,0.0,0.0,0.0,-37.64,-51.36,-300.12,4.0,4.2,3.55,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
237,2016-11-16,0.0,0.2,0.0,0.0,0.0,-37.64,-51.36,-300.15,5.6,4.8,4.75,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
238,2016-11-17,0.0,0.0,0.0,0.0,0.0,-37.65,-51.36,-300.21,6.95,6.1,5.6,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
239,2016-11-19,24.2,21.2,37.2,26.4,40.8,-37.61,-51.34,-300.29,10.45,11.2,10.15,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
240,2016-11-20,6.2,34.2,18.0,33.6,39.0,-37.6,-51.33,-300.29,10.65,11.0,10.3,-0.325438333,-2.709199444,-4.904245455,-21.25104611
241,2016-11-21,7.2,12.4,12.8,16.0,16.2,-37.59,-51.33,-300.3,11.3,11.05,10.7,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
242,2016-11-22,0.2,0.2,0.6,0.4,1.6,-37.6,-51.34,-300.31,11.7,11.35,10.65,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
243,2016-11-23,0.0,0.2,0.4,0.0,0.2,-37.61,-51.34,-300.31,11.05,11.45,10.45,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
244,2016-11-24,0.2,0.4,0.4,0.8,2.4,-37.61,-51.35,-300.36,12.0,11.9,11.1,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
245,2016-11-25,11.0,12.2,10.6,14.6,18.6,-37.62,-51.35,-300.42,8.65,8.8,7.45,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
246,2016-11-26,0.0,0.0,0.2,0.2,0.0,-37.63,-51.35,-300.44,8.35,7.65,6.7,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
247,2016-11-27,0.0,0.0,0.0,0.2,0.0,-37.63,-51.36,-300.48,8.1,6.75,6.45,-0.325438333,-2.709199444,-4.904245455,-21.25104611
248,2016-11-28,0.0,0.0,0.0,0.0,0.0,-37.64,-51.36,-300.52,4.95,6.1,5.0,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
249,2016-11-29,0.4,0.0,0.0,0.0,0.0,-37.65,-51.37,-300.48,-1.25,0.05,-1.35,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
250,2016-11-30,0.0,0.0,0.0,0.0,0.0,-37.66,-51.38,-300.42,2.2,1.4,2.4,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
251,2016-12-01,0.0,0.2,0.0,0.0,0.0,-37.66,-51.38,-300.49,4.95,4.1,3.25,-0.348532778,-2.670447451,-4.920332986,-21.91401665
252,2016-12-02,0.0,0.0,0.0,0.0,0.0,-37.66,-51.38,-300.57,5.9,6.8,4.25,-0.348532778,-2.670447451,-4.920332986,-21.91401665
253,2016-12-03,0.0,0.0,0.0,0.0,0.0,-37.67,-51.39,-300.6,7.95,7.25,6.75,-0.348532778,-2.670447451,-4.920332986,-21.91401665
254,2016-12-04,0.2,0.8,0.4,1.4,1.0,-37.68,-51.39,-300.59,6.95,5.65,5.05,-0.33110613899999997,-2.5369250780000003,-4.674316337,-20.81831582
255,2016-12-05,0.2,0.0,0.2,0.0,0.0,-37.68,-51.4,-300.57,8.8,6.55,6.45,-0.348532778,-2.670447451,-4.920332986,-21.91401665
256,2016-12-06,0.0,0.0,0.0,0.0,0.0,-37.69,-51.4,-300.61,8.35,6.95,6.6,-0.348532778,-2.670447451,-4.920332986,-21.91401665
257,2016-12-07,0.0,0.0,0.0,0.0,0.0,-37.69,-51.4,-300.61,6.95,5.85,5.45,-0.348532778,-2.670447451,-4.920332986,-21.91401665
258,2016-12-08,0.0,0.0,0.0,0.0,0.0,-37.7,-51.41,-300.61,8.5,6.1,6.7,-0.348532778,-2.670447451,-4.920332986,-21.91401665
259,2016-12-09,0.0,0.0,0.0,0.0,0.0,-37.7,-51.41,-300.69,7.65,5.15,6.05,-0.348532778,-2.670447451,-4.920332986,-21.91401665
260,2016-12-10,0.0,0.0,0.0,0.0,0.0,-37.71,-51.41,-300.76,6.8,7.7,5.05,-0.348532778,-2.670447451,-4.920332986,-21.91401665
261,2016-12-11,0.0,0.0,0.0,0.2,0.0,-37.71,-51.41,-300.85,7.75,6.9,6.0,-0.33110613899999997,-2.5369250780000003,-4.674316337,-20.81831582
262,2016-12-12,0.0,0.0,0.0,0.0,0.0,-37.71,-51.42,-300.91,7.1,6.85,5.8,-0.348532778,-2.670447451,-4.920332986,-21.91401665
263,2016-12-13,0.0,0.0,0.0,0.0,0.0,-37.72,-51.42,-300.86,6.55,4.3,4.7,-0.348532778,-2.670447451,-4.920332986,-21.91401665
264,2016-12-14,0.0,0.2,0.0,0.2,0.4,-37.72,-51.42,-300.9,6.95,6.8,6.45,-0.348532778,-2.670447451,-4.920332986,-21.91401665
265,2016-12-15,0.0,0.0,0.0,0.4,0.0,-37.73,-51.43,-300.94,5.85,4.5,4.05,-0.348532778,-2.670447451,-4.920332986,-21.91401665
266,2016-12-16,0.0,0.0,0.0,0.2,0.0,-37.73,-51.43,-300.97,3.1,3.55,2.45,-0.348532778,-2.670447451,-4.920332986,-21.91401665
267,2016-12-17,0.0,0.0,0.0,0.0,0.0,-37.74,-51.44,-300.96,2.45,2.1,1.5,-0.348532778,-2.670447451,-4.920332986,-21.91401665
268,2016-12-18,0.0,0.0,0.0,0.0,0.0,-37.74,-51.44,-301.0,2.45,1.5,1.45,-0.33110613899999997,-2.5369250780000003,-4.674316337,-20.81831582
269,2016-12-19,0.0,0.0,0.2,0.2,0.0,-37.74,-51.44,-301.09,2.5,2.55,0.9,-0.348532778,-2.670447451,-4.920332986,-21.91401665
270,2016-12-20,5.6,7.8,10.4,6.8,10.6,-37.74,-51.44,-301.16,6.7,6.9,4.75,-0.348532778,-2.670447451,-4.920332986,-21.91401665
271,2016-12-21,9.8,10.6,9.2,11.0,12.8,-37.75,-51.44,-301.15,7.9,7.6,6.45,-0.348532778,-2.670447451,-4.920332986,-21.91401665
272,2016-12-22,0.0,0.0,0.0,0.2,0.0,-37.75,-51.45,-301.14,6.95,6.7,5.35,-0.348532778,-2.670447451,-4.920332986,-21.91401665
273,2016-12-23,0.0,0.0,0.0,0.0,0.0,-37.76,-51.45,-301.17,10.0,7.05,3.95,-0.348532778,-2.670447451,-4.920332986,-21.91401665
274,2016-12-27,0.0,0.0,0.0,0.0,0.0,-37.77,-51.46,-301.32,9.45,8.25,8.8,-0.348532778,-2.670447451,-4.920332986,-21.91401665
275,2016-12-28,0.0,0.0,0.0,0.0,0.0,-37.78,-51.46,-301.33,7.1,6.75,5.8,-0.348532778,-2.670447451,-4.920332986,-21.91401665
276,2016-12-30,0.0,0.0,0.0,0.0,0.0,-37.79,-51.47,-301.41,0.35,0.5,0.35,-0.348532778,-2.670447451,-4.920332986,-21.91401665
277,2016-12-31,0.0,0.0,0.0,0.0,0.0,-37.79,-51.47,-301.46,4.5,2.75,4.15,-0.348532778,-2.670447451,-4.920332986,-21.91401665
278,2017-01-01,0.0,0.0,0.0,0.0,0.0,-37.79,-51.48,-301.53,5.0,2.3,3.1,-0.318907388,-2.546672216,-4.519381232,-20.66835224
279,2017-01-02,0.0,0.4,0.0,1.2,0.4,-37.79,-51.48,-301.59,4.65,5.8,4.6,-0.335691988,-2.680707596,-4.757243402,-21.75616025
280,2017-01-03,4.8,1.8,1.8,3.2,0.2,-37.8,-51.48,-301.67,2.8,2.05,2.4,-0.335691988,-2.680707596,-4.757243402,-21.75616025
281,2017-01-04,1.6,4.2,0.6,3.4,4.6,-37.8,-51.48,-301.72,2.55,0.55,1.4,-0.335691988,-2.680707596,-4.757243402,-21.75616025
282,2017-01-05,0.0,0.0,0.2,0.0,0.0,-37.8,-51.48,-301.79,-0.15,0.15,-0.8,-0.335691988,-2.680707596,-4.757243402,-21.75616025
283,2017-01-06,0.0,0.0,0.0,0.0,0.0,-37.81,-51.49,-301.72,-6.05,-5.95,-6.15,-0.335691988,-2.680707596,-4.757243402,-21.75616025
284,2017-01-07,0.0,0.0,0.0,0.0,0.0,-37.81,-51.49,-301.72,-6.65,-6.3,-6.45,-0.335691988,-2.680707596,-4.757243402,-21.75616025
285,2017-01-08,0.0,0.0,0.0,0.0,0.0,-37.81,-51.49,-301.78,-4.1,-2.2,-5.0,-0.318907388,-2.546672216,-4.519381232,-20.66835224
286,2017-01-09,0.0,0.0,0.0,0.0,0.0,-37.81,-51.49,-301.82,-0.85,-0.95,-0.65,-0.335691988,-2.680707596,-4.757243402,-21.75616025
287,2017-01-10,0.0,0.2,0.0,0.0,0.0,-37.81,-51.49,-301.94,-3.3,-2.05,-3.15,-0.335691988,-2.680707596,-4.757243402,-21.75616025
288,2017-01-11,0.0,0.0,0.0,0.0,0.0,-37.82,-51.5,-301.93,-3.95,-3.95,-3.55,-0.335691988,-2.680707596,-4.757243402,-21.75616025
289,2017-01-12,0.0,0.0,0.0,0.0,0.0,-37.83,-51.5,-301.91,1.55,2.15,0.5,-0.335691988,-2.680707596,-4.757243402,-21.75616025
290,2017-01-13,7.8,17.3,13.2,20.2,9.6,-37.82,-51.5,-302.06,3.45,3.8,3.5,-0.335691988,-2.680707596,-4.757243402,-21.75616025
291,2017-01-14,4.6,11.2,5.6,11.8,1.6,-37.83,-51.5,-302.06,1.2,-0.9,-0.25,-0.335691988,-2.680707596,-4.757243402,-21.75616025
292,2017-01-15,0.0,0.8,0.0,0.6,0.4,-37.83,-51.51,-302.08,-0.2,-0.05,-0.85,-0.318907388,-2.546672216,-4.519381232,-20.66835224
293,2017-01-16,0.0,0.0,0.0,0.0,0.0,-37.83,-51.51,-302.13,-2.7,-1.85,-2.9,-0.335691988,-2.680707596,-4.757243402,-21.75616025
294,2017-01-17,0.0,0.0,0.0,0.0,0.0,-37.84,-51.51,-302.16,-2.5,-1.25,-2.65,-0.335691988,-2.680707596,-4.757243402,-21.75616025
295,2017-01-18,1.6,0.0,0.0,0.0,0.0,-37.84,-51.52,-302.14,-1.5,-0.15,-1.8,-0.335691988,-2.680707596,-4.757243402,-21.75616025
296,2017-01-19,0.0,0.0,0.0,0.0,0.0,-37.85,-51.52,-302.1,-1.4,0.55,-1.6,-0.335691988,-2.680707596,-4.757243402,-21.75616025
297,2017-01-20,0.0,0.0,0.0,0.0,0.2,-37.85,-51.53,-302.08,1.15,1.4,0.05,-0.335691988,-2.680707596,-4.757243402,-21.75616025
298,2017-01-21,0.0,0.6,0.0,0.8,0.2,-37.86,-51.53,-302.13,1.8,1.5,0.65,-0.335691988,-2.680707596,-4.757243402,-21.75616025
299,2017-01-22,0.0,0.2,0.0,0.2,0.0,-37.86,-51.53,-302.18,2.9,4.7,2.1,-0.318907388,-2.546672216,-4.519381232,-20.66835224
300,2017-01-23,0.0,0.0,0.0,0.2,0.0,-37.86,-51.53,-302.25,3.55,5.1,3.1,-0.335691988,-2.680707596,-4.757243402,-21.75616025
301,2017-01-24,0.0,0.0,0.0,0.0,0.0,-37.87,-51.53,-302.31,4.7,4.9,4.05,-0.335691988,-2.680707596,-4.757243402,-21.75616025
302,2017-01-25,0.0,0.0,0.0,0.0,0.0,-37.87,-51.54,-302.31,3.8,4.0,3.3,-0.335691988,-2.680707596,-4.757243402,-21.75616025
303,2017-01-26,0.0,0.0,0.0,0.0,0.0,-37.88,-51.54,-302.3,4.05,2.6,2.8,-0.335691988,-2.680707596,-4.757243402,-21.75616025
304,2017-01-27,0.0,0.0,0.0,0.0,0.0,-37.88,-51.55,-302.31,3.95,3.45,2.8,-0.335691988,-2.680707596,-4.757243402,-21.75616025
305,2017-01-28,0.0,0.0,0.0,0.0,0.0,-37.88,-51.55,-302.38,5.0,4.15,3.15,-0.335691988,-2.680707596,-4.757243402,-21.75616025
306,2017-01-29,0.0,0.0,0.0,0.0,0.0,-37.89,-51.55,-302.42,5.75,4.5,4.65,-0.318907388,-2.546672216,-4.519381232,-20.66835224
307,2017-01-30,0.0,0.0,0.0,0.2,0.0,-37.89,-51.55,-302.44,5.3,4.15,3.2,-0.335691988,-2.680707596,-4.757243402,-21.75616025
308,2017-01-31,1.0,1.0,0.2,1.2,1.6,-37.9,-51.56,-302.48,5.25,5.7,3.9,-0.335691988,-2.680707596,-4.757243402,-21.75616025
309,2017-02-01,0.0,0.6,0.4,1.2,0.8,-37.9,-51.56,-302.52,6.85,6.8,6.25,-0.374897959,-2.747691327,-5.164719388,-24.03214286
310,2017-02-02,0.8,6.8,6.4,7.4,7.2,-37.9,-51.56,-302.56,6.95,7.2,6.8,-0.374897959,-2.747691327,-5.164719388,-24.03214286
311,2017-02-03,0.2,7.2,7.2,7.2,13.0,-37.9,-51.56,-302.64,7.6,7.9,7.25,-0.374897959,-2.747691327,-5.164719388,-24.03214286
312,2017-02-04,4.0,4.2,1.4,3.0,4.8,-37.9,-51.56,-302.72,6.55,6.05,5.2,-0.374897959,-2.747691327,-5.164719388,-24.03214286
313,2017-02-05,4.0,11.2,6.8,10.2,8.4,-37.9,-51.56,-302.79,6.7,5.95,6.6,-0.356153061,-2.61030676,-4.9064834180000005,-22.83053571
314,2017-02-06,31.0,34.8,39.0,33.2,32.6,-37.89,-51.56,-302.89,4.9,4.8,5.55,-0.374897959,-2.747691327,-5.164719388,-24.03214286
315,2017-02-07,2.0,0.8,0.6,1.2,3.6,-37.9,-51.56,-302.81,4.35,4.15,3.55,-0.374897959,-2.747691327,-5.164719388,-24.03214286
316,2017-02-08,0.0,0.0,0.0,0.2,0.0,-37.9,-51.56,-302.81,3.3,2.8,2.7,-0.374897959,-2.747691327,-5.164719388,-24.03214286
317,2017-02-09,0.6,2.2,0.0,1.6,1.8,-37.91,-51.57,-302.84,2.1,4.05,1.8,-0.374897959,-2.747691327,-5.164719388,-24.03214286
318,2017-02-10,0.2,0.4,0.0,1.6,1.0,-37.91,-51.57,-302.84,5.1,4.85,4.25,-0.374897959,-2.747691327,-5.164719388,-24.03214286
