,Date,Rainfall_Terni,Flow_Rate_Lupa
758,2011-10-27,2.275,-83.83
759,2011-10-28,2.275,-83.84
760,2011-10-29,2.275,-83.85
761,2011-10-30,2.275,-83.86
762,2011-10-31,2.275,-83.87
763,2011-11-01,1.4509999999999998,-83.88
764,2011-11-02,1.4509999999999998,-83.89
765,2011-11-03,1.4509999999999998,-83.9
766,2011-11-04,1.4509999999999998,-83.91
767,2011-11-05,1.4509999999999998,-83.92
768,2011-11-06,1.4509999999999998,-83.93
769,2011-11-07,1.4509999999999998,-83.94
770,2011-11-08,1.4509999999999998,-83.95
771,2011-11-09,1.4509999999999998,-83.96
772,2011-11-10,1.4509999999999998,-83.97
773,2011-11-11,1.4509999999999998,-83.98
774,2011-11-12,1.4509999999999998,-83.99
775,2011-11-13,1.4509999999999998,-84.0
776,2011-11-14,1.4509999999999998,-84.01
777,2011-11-15,1.4509999999999998,-84.02
778,2011-11-16,1.4509999999999998,-84.05
779,2011-11-17,1.4509999999999998,-84.06
780,2011-11-18,1.4509999999999998,-84.07
781,2011-11-19,1.4509999999999998,-84.08
782,2011-11-20,1.4509999999999998,-84.09
783,2011-11-21,1.4509999999999998,-84.1
784,2011-11-22,1.4509999999999998,-84.11
785,2011-11-23,1.4509999999999998,-84.12
786,2011-11-24,1.4509999999999998,-84.13
787,2011-11-25,1.4509999999999998,-84.14
788,2011-11-26,1.4509999999999998,-84.15
789,2011-11-27,1.4509999999999998,-84.16
790,2011-11-28,1.4509999999999998,-84.17
791,2011-11-29,1.4509999999999998,-84.18
792,2011-11-30,1.4509999999999998,-84.19
793,2011-12-01,1.9809999999999999,-84.2
794,2011-12-02,1.9809999999999999,-84.21
795,2011-12-03,1.9809999999999999,-84.22
796,2011-12-04,1.9809999999999999,-84.23
797,2011-12-05,1.9809999999999999,-84.24
798,2011-12-06,1.9809999999999999,-84.25
799,2011-12-07,1.9809999999999999,-84.26
800,2011-12-08,1.9809999999999999,-84.27
801,2011-12-09,1.9809999999999999,-84.28
802,2011-12-10,1.9809999999999999,-84.29
803,2011-12-11,1.9809999999999999,-84.3
804,2011-12-12,1.9809999999999999,-84.31
805,2011-12-13,1.9809999999999999,-84.32
806,2011-12-16,1.9809999999999999,-84.33
807,2011-12-17,1.9809999999999999,-84.34
808,2011-12-18,1.9809999999999999,-84.35
809,2011-12-19,1.9809999999999999,-84.36
810,2011-12-20,1.9809999999999999,-84.37
811,2011-12-21,1.9809999999999999,-84.38
812,2011-12-22,1.9809999999999999,-84.39
813,2011-12-23,1.9809999999999999,-84.4
814,2011-12-24,1.9809999999999999,-84.41
815,2011-12-25,1.9809999999999999,-84.42
816,2011-12-26,1.9809999999999999,-84.43
817,2011-12-27,1.9809999999999999,-84.44
818,2011-12-28,1.9809999999999999,-84.45
819,2011-12-29,1.9809999999999999,-84.46
820,2011-12-30,1.9809999999999999,-84.47
821,2011-12-31,1.9809999999999999,-84.48
822,2012-01-01,0.767,-84.49
823,2012-01-02,0.767,-84.5
824,2012-01-03,0.767,-84.51
825,2012-01-04,0.767,-84.52
826,2012-01-05,0.767,-84.55
827,2012-01-06,0.767,-84.56
828,2012-01-07,0.767,-84.57
829,2012-01-08,0.767,-84.58
830,2012-01-09,0.767,-84.59
831,2012-01-10,0.767,-84.6
832,2012-01-11,0.767,-84.61
833,2012-01-12,0.767,-84.62
834,2012-01-13,0.767,-84.63
835,2012-01-14,0.767,-84.64
836,2012-01-15,0.767,-84.65
837,2012-01-16,0.767,-84.66
838,2012-01-17,0.767,-84.67
839,2012-01-18,0.767,-84.68
840,2012-01-19,0.767,-84.69
841,2012-01-20,0.767,-84.7
842,2012-01-21,0.767,-84.71
843,2012-01-22,0.767,-84.72
844,2012-01-23,0.767,-84.73
845,2012-01-24,0.767,-84.74
846,2012-01-25,0.767,-84.75
847,2012-01-26,0.767,-84.76
848,2012-01-27,0.767,-84.77
849,2012-01-28,0.767,-84.78
850,2012-01-29,0.767,-84.79
851,2012-01-30,0.767,-84.8
852,2012-01-31,0.767,-84.81
853,2012-02-01,2.3819999999999997,-84.82
854,2012-02-02,2.3819999999999997,-84.83
855,2012-02-03,2.3819999999999997,-84.84
856,2012-02-06,2.3819999999999997,-84.85
857,2012-02-07,2.3819999999999997,-84.86
858,2012-02-08,2.3819999999999997,-84.87
859,2012-02-09,2.3819999999999997,-84.88
860,2012-02-10,2.3819999999999997,-84.89
861,2012-02-11,2.3819999999999997,-84.9
862,2012-02-12,2.3819999999999997,-84.91
863,2012-02-13,2.3819999999999997,-84.92
864,2012-02-14,2.3819999999999997,-84.93
865,2012-02-15,2.3819999999999997,-84.94
866,2012-02-16,2.3819999999999997,-84.95
867,2012-02-17,2.3819999999999997,-84.96
868,2012-02-18,2.3819999999999997,-84.97
869,2012-02-19,2.3819999999999997,-84.98
870,2012-02-20,2.3819999999999997,-84.99
871,2012-02-21,2.3819999999999997,-85.0
872,2012-02-22,2.3819999999999997,-85.01
873,2012-02-23,2.3819999999999997,-85.02
874,2012-02-24,2.3819999999999997,-85.05
875,2012-02-25,2.3819999999999997,-85.06
876,2012-02-26,2.3819999999999997,-85.07
877,2012-02-27,2.3819999999999997,-85.08
878,2012-02-28,2.3819999999999997,-85.09
879,2012-02-29,2.3819999999999997,-85.1
880,2012-03-01,0.537,-85.11
881,2012-03-02,0.537,-85.12
882,2012-03-03,0.537,-85.13
883,2012-03-04,0.537,-85.14
884,2012-03-05,0.537,-85.15
885,2012-03-06,0.537,-85.16
886,2012-03-07,0.537,-85.17
887,2012-03-08,0.537,-85.18
888,2012-03-09,0.537,-85.19
889,2012-03-10,0.537,-85.2
890,2012-03-11,0.537,-85.21
891,2012-03-12,0.537,-85.22
892,2012-03-13,0.537,-85.23
893,2012-03-14,0.537,-85.24
894,2012-03-15,0.537,-85.25
895,2012-03-16,0.537,-85.26
896,2012-03-17,0.537,-85.27
897,2012-03-18,0.537,-85.28
898,2012-03-19,0.537,-85.29
899,2012-03-20,0.537,-85.3
900,2012-03-21,0.537,-85.31
901,2012-03-22,0.537,-85.32
902,2012-03-23,0.537,-85.33
903,2012-03-24,0.537,-85.34
904,2012-03-25,0.537,-85.35
905,2012-03-26,0.537,-85.36
906,2012-03-29,0.537,-85.37
907,2012-03-30,0.537,-85.38
908,2012-03-31,0.537,-85.39
909,2012-04-01,3.068,-85.4
910,2012-04-02,3.068,-85.41
911,2012-04-03,3.068,-85.42
912,2012-04-04,3.068,-85.43
913,2012-04-05,3.068,-85.44
914,2012-04-06,3.068,-85.45
915,2012-04-07,3.068,-85.46
916,2012-04-08,3.068,-85.47
917,2012-04-09,3.068,-85.48
918,2012-04-10,3.068,-85.49
919,2012-04-11,3.068,-85.5
920,2012-04-12,3.068,-85.51
921,2012-04-13,3.068,-85.52
922,2012-04-14,3.068,-85.55
923,2012-04-15,3.068,-85.56
924,2012-04-16,3.068,-85.57
925,2012-04-17,3.068,-85.58
926,2012-04-18,3.068,-85.59
927,2012-04-19,3.068,-85.6
928,2012-04-20,3.068,-85.61
929,2012-04-21,3.068,-85.62
930,2012-04-22,3.068,-85.63
931,2012-04-23,3.068,-85.64
932,2012-04-24,3.068,-85.65
933,2012-04-25,3.068,-85.66
934,2012-04-26,3.068,-85.67
935,2012-04-27,3.068,-85.68
936,2012-04-28,3.068,-85.69
937,2012-04-29,3.068,-85.7
938,2012-04-30,3.068,-85.71
939,2012-05-01,2.904,-85.72
940,2012-05-02,2.904,-85.73
941,2012-05-03,2.904,-85.74
942,2012-05-04,2.904,-85.75
943,2012-05-05,2.904,-85.76
944,2012-05-06,2.904,-85.77
945,2012-05-07,2.904,-85.78
946,2012-05-08,2.904,-85.79
947,2012-05-09,2.904,-85.8
948,2012-05-10,2.904,-85.81
949,2012-05-11,2.904,-85.82
950,2012-05-12,2.904,-85.83
951,2012-05-13,2.904,-85.84
952,2012-05-14,2.904,-85.85
953,2012-05-15,2.904,-85.86
954,2012-05-16,2.904,-85.87
955,2012-05-17,2.904,-85.88
956,2012-05-20,2.904,-85.89
957,2012-05-21,2.904,-85.9
958,2012-05-22,2.904,-85.91
959,2012-05-23,2.904,-85.92
960,2012-05-24,2.904,-85.93
961,2012-05-25,2.904,-85.94
962,2012-05-26,2.904,-85.95
963,2012-05-27,2.904,-85.96
964,2012-05-28,2.904,-85.97
965,2012-05-29,2.904,-85.98
966,2012-05-30,2.904,-85.99
967,2012-05-31,2.904,-86.0
968,2012-06-01,0.7070000000000001,-86.01
969,2012-06-02,0.7070000000000001,-86.02
970,2012-06-03,0.7070000000000001,-86.05
971,2012-06-04,0.7070000000000001,-86.06
972,2012-06-05,0.7070000000000001,-86.07
973,2012-06-06,0.7070000000000001,-86.08
974,2012-06-07,0.7070000000000001,-86.09
975,2012-06-08,0.7070000000000001,-86.1
976,2012-06-09,0.7070000000000001,-86.11
977,2012-06-10,0.7070000000000001,-86.12
978,2012-06-11,0.7070000000000001,-86.13
979,2012-06-12,0.7070000000000001,-86.14
980,2012-06-13,0.7070000000000001,-86.15
981,2012-06-14,0.7070000000000001,-86.16
982,2012-06-15,0.7070000000000001,-86.17
983,2012-06-16,0.7070000000000001,-86.18
984,2012-06-17,0.7070000000000001,-86.19
985,2012-06-18,0.7070000000000001,-86.2
986,2012-06-19,0.7070000000000001,-86.21
987,2012-06-20,0.7070000000000001,-86.22
988,2012-06-21,0.7070000000000001,-86.23
989,2012-06-22,0.7070000000000001,-86.24
990,2012-06-23,0.7070000000000001,-86.25
991,2012-06-24,0.7070000000000001,-86.26
992,2012-06-25,0.7070000000000001,-86.27
993,2012-06-26,0.7070000000000001,-86.28
994,2012-06-27,0.7070000000000001,-86.29
995,2012-06-28,0.7070000000000001,-86.3
996,2012-06-29,0.7070000000000001,-86.31
997,2012-06-30,0.7070000000000001,-86.32
998,2012-07-01,0.631,-86.33
999,2012-07-02,0.631,-86.34
1000,2012-07-03,0.631,-86.35
1001,2012-07-04,0.631,-86.36
1002,2012-07-05,0.631,-86.37
1003,2012-07-06,0.631,-86.38
1004,2012-07-07,0.631,-86.39
1005,2012-07-08,0.631,-86.4
1006,2012-07-11,0.631,-86.41
1007,2012-07-12,0.631,-86.42
1008,2012-07-13,0.631,-86.43
1009,2012-07-14,0.631,-86.44
1010,2012-07-15,0.631,-86.45
1011,2012-07-16,0.631,-86.46
1012,2012-07-17,0.631,-86.47
1013,2012-07-18,0.631,-86.48
1014,2012-07-19,0.631,-86.49
1015,2012-07-20,0.631,-86.5
1016,2012-07-21,0.631,-86.51
1017,2012-07-22,0.631,-86.52
1018,2012-07-23,0.631,-86.55
1019,2012-07-24,0.631,-86.56
1020,2012-07-25,0.631,-86.57
1021,2012-07-26,0.631,-86.58
1022,2012-07-27,0.631,-86.59
1023,2012-07-28,0.631,-86.6
1024,2012-07-29,0.631,-86.61
1025,2012-07-30,0.631,-86.62
1026,2012-07-31,0.631,-86.63
1027,2012-08-01,1.055,-86.64
1028,2012-08-02,1.055,-86.65
1029,2012-08-03,1.055,-86.66
1030,2012-08-04,1.055,-86.67
1031,2012-08-05,1.055,-86.68
1032,2012-08-06,1.055,-86.69
1033,2012-08-07,1.055,-86.7
1034,2012-08-08,1.055,-86.71
1035,2012-08-09,1.055,-86.72
1036,2012-08-10,1.055,-86.73
1037,2012-08-11,1.055,-86.74
1038,2012-08-12,1.055,-86.75
1039,2012-08-13,1.055,-86.76
1040,2012-08-14,1.055,-86.77
1041,2012-08-15,1.055,-86.78
1042,2012-08-16,1.055,-86.79
1043,2012-08-17,1.055,-86.8
1044,2012-08-18,1.055,-86.81
1045,2012-08-19,1.055,-86.82
1046,2012-08-20,1.055,-86.83
1047,2012-08-21,1.055,-86.84
1048,2012-08-22,1.055,-86.85
1049,2012-08-23,1.055,-86.86
1050,2012-08-24,1.055,-86.87
1051,2012-08-25,1.055,-86.88
1052,2012-08-26,1.055,-86.89
1053,2012-08-27,1.055,-86.9
1054,2012-08-28,1.055,-86.91
1055,2012-08-29,1.055,-86.92
1056,2012-09-01,3.819,-86.93
1057,2012-09-02,3.819,-86.94
1058,2012-09-03,3.819,-86.95
1059,2012-09-04,3.819,-86.96
1060,2012-09-05,3.819,-86.97
1061,2012-09-06,3.819,-86.98
1062,2012-09-07,3.819,-86.99
1063,2012-09-08,3.819,-87.0
1064,2012-09-09,3.819,-87.01
1065,2012-09-10,3.819,-87.02
1066,2012-09-11,3.819,-87.05
1067,2012-09-12,3.819,-87.06
1068,2012-09-13,3.819,-87.07
1069,2012-09-14,3.819,-87.08
1070,2012-09-15,3.819,-87.09
1071,2012-09-16,3.819,-87.1
1072,2012-09-17,3.819,-87.11
1073,2012-09-18,3.819,-87.12
1074,2012-09-19,3.819,-87.13
1075,2012-09-20,3.819,-87.14
1076,2012-09-21,3.819,-87.15
1077,2012-09-22,3.819,-87.16
1078,2012-09-23,3.819,-87.17
1079,2012-09-24,3.819,-87.18
1080,2012-09-25,3.819,-87.19
1081,2012-09-26,3.819,-87.2
1082,2012-09-27,3.819,-87.21
1083,2012-09-28,3.819,-87.22
1084,2012-09-29,3.819,-87.23
1085,2012-09-30,3.819,-87.24
1086,2012-10-01,4.386,-87.25
1087,2012-10-02,4.386,-87.26
1088,2012-10-03,4.386,-87.27
1089,2012-10-04,4.386,-87.28
1090,2012-10-05,4.386,-87.29
1091,2012-10-06,4.386,-87.3
1092,2012-10-07,4.386,-87.31
1093,2012-10-08,4.386,-87.32
1094,2012-10-09,4.386,-87.33
1095,2012-10-10,4.386,-87.34
1096,2012-10-11,4.386,-87.35
1097,2012-10-12,4.386,-87.36
1098,2012-10-13,4.386,-87.37
1099,2012-10-14,4.386,-87.38
1100,2012-10-15,4.386,-87.39
1101,2012-10-16,4.386,-87.4
1102,2012-10-17,4.386,-87.41
1103,2012-10-18,4.386,-87.42
1104,2012-10-19,4.386,-87.43
1105,2012-10-20,4.386,-87.44
1106,2012-10-23,4.386,-87.45
1107,2012-10-24,4.386,-87.46
1108,2012-10-25,4.386,-87.47
1109,2012-10-26,4.386,-87.48
1110,2012-10-27,4.386,-87.49
1111,2012-10-28,4.386,-87.5
1112,2012-10-29,4.386,-87.51
1113,2012-10-30,4.386,-87.52
1114,2012-10-31,4.386,-87.55
1115,2012-11-01,6.803,-87.56
1116,2012-11-02,6.803,-87.57
1117,2012-11-03,6.803,-87.58
1118,2012-11-04,6.803,-87.59
1119,2012-11-05,6.803,-87.6
1120,2012-11-06,6.803,-87.61
1121,2012-11-07,6.803,-87.62
1122,2012-11-08,6.803,-87.63
1123,2012-11-09,6.803,-87.64
1124,2012-11-10,6.803,-87.65
1125,2012-11-11,6.803,-87.66
1126,2012-11-12,6.803,-87.67
1127,2012-11-13,6.803,-87.68
1128,2012-11-14,6.803,-87.69
1129,2012-11-15,6.803,-87.7
1130,2012-11-16,6.803,-87.71
1131,2012-11-17,6.803,-87.72
1132,2012-11-18,6.803,-87.73
1133,2012-11-19,6.803,-87.74
1134,2012-11-20,6.803,-87.75
1135,2012-11-21,6.803,-87.76
1136,2012-11-22,6.803,-87.77
1137,2012-11-23,6.803,-87.78
1138,2012-11-24,6.803,-87.79
1139,2012-11-25,6.803,-87.8
1140,2012-11-26,6.803,-87.81
1141,2012-11-27,6.803,-87.82
1142,2012-11-28,6.803,-87.83
1143,2012-11-29,6.803,-87.84
1144,2012-11-30,6.803,-87.85
1145,2012-12-01,2.8739999999999997,-87.86
1146,2012-12-02,2.8739999999999997,-87.87
1147,2012-12-03,2.8739999999999997,-87.88
1148,2012-12-04,2.8739999999999997,-87.89
1149,2012-12-05,2.8739999999999997,-87.9
1150,2012-12-06,2.8739999999999997,-87.91
1151,2012-12-07,2.8739999999999997,-87.92
1152,2012-12-08,2.8739999999999997,-87.93
1153,2012-12-09,2.8739999999999997,-87.94
1154,2012-12-10,2.8739999999999997,-87.95
1155,2012-12-11,2.8739999999999997,-87.96
1156,2012-12-14,2.8739999999999997,-87.97
1157,2012-12-15,2.8739999999999997,-87.98
1158,2012-12-16,2.8739999999999997,-87.99
1159,2012-12-17,2.8739999999999997,-88.0
1160,2012-12-18,2.8739999999999997,-88.01
1161,2012-12-19,2.8739999999999997,-88.02
1162,2012-12-20,2.8739999999999997,-88.05
1163,2012-12-21,2.8739999999999997,-88.06
1164,2012-12-22,2.8739999999999997,-88.07
1165,2012-12-23,2.8739999999999997,-88.08
1166,2012-12-24,2.8739999999999997,-88.09
1167,2012-12-25,2.8739999999999997,-88.1
1168,2012-12-26,2.8739999999999997,-88.11
1169,2012-12-27,2.8739999999999997,-88.12
1170,2012-12-28,2.8739999999999997,-88.13
1171,2012-12-29,2.8739999999999997,-88.14
1172,2012-12-30,2.8739999999999997,-88.15
1173,2012-12-31,2.8739999999999997,-88.16
1174,2013-01-01,2.937,-88.17
1175,2013-01-02,2.937,-88.18
1176,2013-01-03,2.937,-88.19
1177,2013-01-04,2.937,-88.2
1178,2013-01-05,2.937,-88.21
1179,2013-01-06,2.937,-88.22
1180,2013-01-07,2.937,-88.23
1181,2013-01-08,2.937,-88.24
1182,2013-01-09,2.937,-88.25
1183,2013-01-10,2.937,-88.26
1184,2013-01-11,2.937,-88.27
1185,2013-01-12,2.937,-88.28
1186,2013-01-13,2.937,-88.29
1187,2013-01-14,2.937,-88.3
1188,2013-01-15,2.937,-88.31
1189,2013-01-16,2.937,-88.32
1190,2013-01-17,2.937,-88.33
1191,2013-01-18,2.937,-88.34
1192,2013-01-19,2.937,-88.35
1193,2013-01-20,2.937,-88.36
1194,2013-01-21,2.937,-88.37
1195,2013-01-22,2.937,-88.38
1196,2013-01-23,2.937,-88.39
1197,2013-01-24,2.937,-88.4
1198,2013-01-25,2.937,-88.41
1199,2013-01-26,2.937,-88.42
1200,2013-01-27,2.937,-88.43
1201,2013-01-28,2.937,-88.44
1202,2013-01-29,2.937,-88.45
1203,2013-01-30,2.937,-88.46
1204,2013-01-31,2.937,-88.47
1205,2013-02-01,3.7880000000000003,-88.48
1206,2013-02-04,3.7880000000000003,-88.49
1207,2013-02-05,3.7880000000000003,-88.5
1208,2013-02-06,3.7880000000000003,-88.51
1209,2013-02-07,3.7880000000000003,-88.52
1210,2013-02-08,3.7880000000000003,-88.55
1211,2013-02-09,3.7880000000000003,-88.56
1212,2013-02-10,3.7880000000000003,-88.57
1213,2013-02-11,3.7880000000000003,-88.58
1214,2013-02-12,3.7880000000000003,-88.59
1215,2013-02-13,3.7880000000000003,-88.6
1216,2013-02-14,3.7880000000000003,-88.61
1217,2013-02-15,3.7880000000000003,-88.62
1218,2013-02-16,3.7880000000000003,-88.63
1219,2013-02-17,3.7880000000000003,-88.64
1220,2013-02-18,3.7880000000000003,-88.65
1221,2013-02-19,3.7880000000000003,-88.66
1222,2013-02-20,3.7880000000000003,-88.67
1223,2013-02-21,3.7880000000000003,-88.68
1224,2013-02-22,3.7880000000000003,-88.69
1225,2013-02-23,3.7880000000000003,-88.7
1226,2013-02-24,3.7880000000000003,-88.71
1227,2013-02-25,3.7880000000000003,-88.72
1228,2013-02-26,3.7880000000000003,-88.73
1229,2013-02-27,3.7880000000000003,-88.74
1230,2013-02-28,3.7880000000000003,-88.75
1231,2013-03-01,4.176,-88.76
1232,2013-03-02,4.176,-88.77
1233,2013-03-03,4.176,-88.78
1234,2013-03-04,4.176,-88.79
1235,2013-03-05,4.176,-88.8
1236,2013-03-06,4.176,-88.81
1237,2013-03-07,4.176,-88.82
1238,2013-03-08,4.176,-88.83
1239,2013-03-09,4.176,-88.84
1240,2013-03-10,4.176,-88.85
1241,2013-03-11,4.176,-88.86
1242,2013-03-12,4.176,-88.87
1243,2013-03-13,4.176,-88.88
1244,2013-03-14,4.176,-88.89
1245,2013-03-15,4.176,-88.9
1246,2013-03-16,4.176,-88.91
1247,2013-03-17,4.176,-88.92
1248,2013-03-18,4.176,-88.93
1249,2013-03-19,4.176,-88.94
1250,2013-03-20,4.176,-88.95
1251,2013-03-21,4.176,-88.96
1252,2013-03-22,4.176,-88.97
1253,2013-03-23,4.176,-88.98
1254,2013-03-24,4.176,-88.99
1255,2013-03-25,4.176,-89.0
1256,2013-03-28,4.176,-89.01
1257,2013-03-29,4.176,-89.02
1258,2013-03-30,4.176,-89.05
1259,2013-03-31,4.176,-89.06
1260,2013-04-01,2.028,-89.07
1261,2013-04-02,2.028,-89.08
1262,2013-04-03,2.028,-89.09
1263,2013-04-04,2.028,-89.1
1264,2013-04-05,2.028,-89.11
1265,2013-04-06,2.028,-89.12
1266,2013-04-07,2.028,-89.13
1267,2013-04-08,2.028,-89.14
1268,2013-04-09,2.028,-89.15
1269,2013-04-10,2.028,-89.16
1270,2013-04-11,2.028,-89.17
1271,2013-04-12,2.028,-89.18
1272,2013-04-13,2.028,-89.19
1273,2013-04-14,2.028,-89.2
1274,2013-04-15,2.028,-89.21
1275,2013-04-16,2.028,-89.22
1276,2013-04-17,2.028,-89.23
1277,2013-04-18,2.028,-89.24
1278,2013-04-19,2.028,-89.25
1279,2013-04-20,2.028,-89.26
1280,2013-04-21,2.028,-89.27
1281,2013-04-22,2.028,-89.28
1282,2013-04-23,2.028,-89.29
1283,2013-04-24,2.028,-89.3
1284,2013-04-25,2.028,-89.31
1285,2013-04-26,2.028,-89.32
1286,2013-04-27,2.028,-89.33
1287,2013-04-28,2.028,-89.34
1288,2013-04-29,2.028,-89.35
1289,2013-04-30,2.028,-89.36
1290,2013-05-01,2.9960000000000004,-89.37
1291,2013-05-02,2.9960000000000004,-89.38
1292,2013-05-03,2.9960000000000004,-89.39
1293,2013-05-04,2.9960000000000004,-89.4
1294,2013-05-05,2.9960000000000004,-89.41
1295,2013-05-06,2.9960000000000004,-89.42
1296,2013-05-07,2.9960000000000004,-89.43
1297,2013-05-08,2.9960000000000004,-89.44
1298,2013-05-09,2.9960000000000004,-89.45
1299,2013-05-10,2.9960000000000004,-89.46
1300,2013-05-11,2.9960000000000004,-89.47
1301,2013-05-12,2.9960000000000004,-89.48
1302,2013-05-13,2.9960000000000004,-89.49
1303,2013-05-14,2.9960000000000004,-89.5
1304,2013-05-15,2.9960000000000004,-89.51
1305,2013-05-16,2.9960000000000004,-89.52
1306,2013-05-19,2.9960000000000004,-89.55
1307,2013-05-20,2.9960000000000004,-89.56
1308,2013-05-21,2.9960000000000004,-89.57
1309,2013-05-22,2.9960000000000004,-89.58
1310,2013-05-23,2.9960000000000004,-89.59
1311,2013-05-24,2.9960000000000004,-89.6
1312,2013-05-25,2.9960000000000004,-89.61
1313,2013-05-26,2.9960000000000004,-89.62
1314,2013-05-27,2.9960000000000004,-89.63
1315,2013-05-28,2.9960000000000004,-89.64
1316,2013-05-29,2.9960000000000004,-89.65
1317,2013-05-30,2.9960000000000004,-89.66
1318,2013-05-31,2.9960000000000004,-89.67
1319,2013-06-01,1.208,-89.68
1320,2013-06-02,1.208,-89.69
1321,2013-06-03,1.208,-89.7
1322,2013-06-04,1.208,-89.71
1323,2013-06-05,1.208,-89.72
1324,2013-06-06,1.208,-89.73
1325,2013-06-07,1.208,-89.74
1326,2013-06-08,1.208,-89.75
1327,2013-06-09,1.208,-89.76
1328,2013-06-10,1.208,-89.77
1329,2013-06-11,1.208,-89.78
1330,2013-06-12,1.208,-89.79
1331,2013-06-13,1.208,-89.8
1332,2013-06-14,1.208,-89.81
1333,2013-06-15,1.208,-89.82
1334,2013-06-16,1.208,-89.83
1335,2013-06-17,1.208,-89.84
1336,2013-06-18,1.208,-89.85
1337,2013-06-19,1.208,-89.86
1338,2013-06-20,1.208,-89.87
1339,2013-06-21,1.208,-89.88
1340,2013-06-22,1.208,-89.89
1341,2013-06-23,1.208,-89.9
1342,2013-06-24,1.208,-89.91
1343,2013-06-25,1.208,-89.92
1344,2013-06-26,1.208,-89.93
1345,2013-06-27,1.208,-89.94
1346,2013-06-28,1.208,-89.95
1347,2013-06-29,1.208,-89.96
1348,2013-06-30,1.208,-89.97
1349,2013-07-01,2.043,-89.98
1350,2013-07-02,2.043,-89.99
1351,2013-07-03,2.043,-90.0
1352,2013-07-04,2.043,-90.01
1353,2013-07-05,2.043,-90.02
1354,2013-07-06,2.043,-90.03
1355,2013-07-07,2.043,-90.04
1356,2013-07-08,2.043,-90.05
1357,2013-07-09,2.043,-90.06
1358,2013-07-10,2.043,-90.07
1359,2013-07-11,2.043,-90.08
1360,2013-07-12,2.043,-90.09
1361,2013-07-13,2.043,-90.1
1362,2013-07-14,2.043,-90.11
1363,2013-07-15,2.043,-90.12
1364,2013-07-16,2.043,-90.13
1365,2013-07-17,2.043,-90.14
1366,2013-07-18,2.043,-90.15
1367,2013-07-19,2.043,-90.16
1368,2013-07-20,2.043,-90.17
1369,2013-07-21,2.043,-90.18
1370,2013-07-22,2.043,-90.19
1371,2013-07-23,2.043,-90.2
1372,2013-07-24,2.043,-90.21
1373,2013-07-25,2.043,-90.22
1374,2013-07-26,2.043,-90.23
1375,2013-07-27,2.043,-90.24
1376,2013-07-28,2.043,-90.25
1377,2013-07-29,2.043,-90.26
1378,2013-07-30,2.043,-90.27
1379,2013-07-31,2.043,-90.28
1380,2013-08-01,1.489,-90.29
1381,2013-08-02,1.489,-90.3
1382,2013-08-03,1.489,-90.31
1383,2013-08-04,1.489,-90.32
1384,2013-08-05,1.489,-90.33
1385,2013-08-06,1.489,-90.34
1386,2013-08-07,1.489,-90.35
1387,2013-08-08,1.489,-90.36
1388,2013-08-09,1.489,-90.37
1389,2013-08-10,1.489,-90.38
1390,2013-08-11,1.489,-90.39
1391,2013-08-12,1.489,-90.4
1392,2013-08-13,1.489,-90.41
1393,2013-08-14,1.489,-90.42
1394,2013-08-15,1.489,-90.43
1395,2013-08-16,1.489,-90.44
1396,2013-08-17,1.489,-90.45
1397,2013-08-18,1.489,-90.46
1398,2013-08-19,1.489,-90.47
1399,2013-08-20,1.489,-90.48
1400,2013-08-21,1.489,-90.49
1401,2013-08-22,1.489,-90.5
1402,2013-08-23,1.489,-90.51
1403,2013-08-24,1.489,-90.52
1404,2013-08-25,1.489,-90.53
1405,2013-08-26,1.489,-90.54
1406,2013-08-29,1.489,-90.57
1407,2013-08-30,1.489,-90.58
1408,2013-08-31,1.489,-90.59
1409,2013-09-01,1.935,-90.6
1410,2013-09-02,1.935,-90.61
1411,2013-09-03,1.935,-90.62
1412,2013-09-04,1.935,-90.63
1413,2013-09-05,1.935,-90.64
1414,2013-09-06,1.935,-90.65
1415,2013-09-07,1.935,-90.66
1416,2013-09-08,1.935,-90.67
1417,2013-09-09,1.935,-90.68
1418,2013-09-10,1.935,-90.69
1419,2013-09-11,1.935,-90.7
1420,2013-09-12,1.935,-90.71
1421,2013-09-13,1.935,-90.72
1422,2013-09-14,1.935,-90.73
1423,2013-09-15,1.935,-90.74
1424,2013-09-16,1.935,-90.75
1425,2013-09-17,1.935,-90.76
1426,2013-09-18,1.935,-90.77
1427,2013-09-19,1.935,-90.78
1428,2013-09-20,1.935,-90.79
1429,2013-09-21,1.935,-90.8
1430,2013-09-22,1.935,-90.81
1431,2013-09-23,1.935,-90.82
1432,2013-09-24,1.935,-90.83
1433,2013-09-25,1.935,-90.84
1434,2013-09-26,1.935,-90.85
1435,2013-09-27,1.935,-90.86
1436,2013-09-28,1.935,-90.87
1437,2013-09-29,1.935,-90.88
1438,2013-09-30,1.935,-90.89
1439,2013-10-01,3.523,-90.9
1440,2013-10-02,3.523,-90.91
1441,2013-10-03,3.523,-90.92
1442,2013-10-04,3.523,-90.93
1443,2013-10-05,3.523,-90.94
1444,2013-10-06,3.523,-90.95
1445,2013-10-07,3.523,-90.96
1446,2013-10-08,3.523,-90.97
1447,2013-10-09,3.523,-90.98
1448,2013-10-10,3.523,-90.99
1449,2013-10-11,3.523,-91.0
1450,2013-10-12,3.523,-91.01
1451,2013-10-13,3.523,-91.02
1452,2013-10-14,3.523,-91.03
